GEONAMEID;NAME;ASCIINAME;ALTERNATENAMES;LATITUDE;LONGITUDE;FEATURE_CLASS;FEATURE_CODE;COUNTRY_CODE;CC2;ADMIN1_CODE;ADMIN2_CODE;ADMIN3_CODE;ADMIN4_CODE;POPULATION;ELEVATION;DEM;TIMEZONE;MODIFICATION_DATE
10229875;Lina Hotel;Lina Hotel;;44.45216;26.12017;S;HTL;RO;;10;179132;11055040;;0;;82;Europe/Bucharest;2016-02-07
10229876;Grand Pier Conference & Spa;Grand Pier Conference & Spa;;44.42436;26.10264;S;HTL;RO;;10;179132;11055042;;0;;71;Europe/Bucharest;2016-02-07
10229877;Visconti Militari;Visconti Militari;;44.43341;25.99535;S;HTL;RO;;10;179132;11055039;;0;;92;Europe/Bucharest;2016-02-07
10229878;Best Western Plus Mari Vila Hotel Bucharest;Best Western Plus Mari Vila Hotel Bucharest;;44.40718;26.21603;S;HTL;RO;;10;179132;11055044;;0;;63;Europe/Bucharest;2016-02-07
10229879;Mirage Snagov Hotel & Resort;Mirage Snagov Hotel & Resort;;44.67207;26.07605;S;HTL;RO;;43;105160;;;0;;89;Europe/Bucharest;2016-02-07
10229880;Cara;Cara;;44.85453;24.87811;S;HTL;RO;;03;13169;;;0;;274;Europe/Bucharest;2016-02-07
10229881;Ramada Pitesti;Ramada Pitesti;;44.86247;24.87451;S;HTL;RO;;03;13169;;;0;;269;Europe/Bucharest;2016-02-07
10230089;Recif Hotel;Recif Hotel;;43.86371;28.59584;S;HTL;RO;;14;60482;;;0;;14;Europe/Bucharest;2016-02-07
10230090;Miorita;Miorita;;43.8713;28.6062;S;HTL;RO;;14;60482;;;0;;3;Europe/Bucharest;2016-02-07
10230092;Melodia Hotel;Melodia Hotel;;43.84926;28.59984;S;HTL;RO;;14;60482;;;0;;12;Europe/Bucharest;2016-02-07
10230093;Favorit Hotel;Favorit Hotel;;43.845;28.59556;S;HTL;RO;;14;60482;;;0;;5;Europe/Bucharest;2016-02-07
10230094;Saturn;Saturn;;43.82859;28.58574;S;HTL;RO;;14;60482;;;0;;9;Europe/Bucharest;2016-02-07
10230095;Corsa;Corsa;;43.81316;28.58591;S;HTL;RO;;14;60482;;;0;;14;Europe/Bucharest;2016-02-07
10230096;Bran Eforie;Bran Eforie;;44.05793;28.63174;S;HTL;RO;;14;60455;;;0;;11;Europe/Bucharest;2016-02-07
10230097;Brad Eforie;Brad Eforie;;44.05793;28.63174;S;HTL;RO;;14;60455;;;0;;11;Europe/Bucharest;2016-02-07
10230098;Bega Eforie;Bega Eforie;;44.05793;28.63174;S;HTL;RO;;14;60455;;;0;;11;Europe/Bucharest;2016-02-07
10232249;Aqua Thermal Spa & Relax Hotel;Aqua Thermal Spa & Relax Hotel;;46.09476;24.21544;S;HTL;RO;;33;144116;;;0;;298;Europe/Bucharest;2016-02-07
10232250;Termal;Termal;;46.99101;21.98017;S;HTL;RO;;05;26582;;;0;;152;Europe/Bucharest;2016-02-07
10232251;Nufarul;Nufarul;;46.98;21.98;S;HTL;RO;;05;26582;;;0;;182;Europe/Bucharest;2016-02-07
10232397;Roua Voronetului;Roua Voronetului;;47.53726;25.86338;S;HTL;RO;;34;146584;;;0;;482;Europe/Bucharest;2016-02-07
10232465;Binderbubi Medias;Binderbubi Medias;;46.16057;24.36375;S;HTL;RO;;33;143619;;;0;;306;Europe/Bucharest;2016-02-07
10232466;Binderbubi Sighisoara;Binderbubi Sighisoara;;46.21607;24.79407;S;HTL;RO;;27;114514;;;0;;356;Europe/Bucharest;2016-02-07
10232467;Traube Medias;Traube Medias;;46.16399;24.34984;S;HTL;RO;;33;143619;;;0;;297;Europe/Bucharest;2016-02-07
10232507;Botel Ibis;Botel Ibis;;45.18228;28.80392;S;HTL;RO;;37;159614;;;0;;1;Europe/Bucharest;2016-02-07
10232508;Complex Cormoran;Complex Cormoran;;45.0751;29.22412;S;HTL;RO;;37;160911;;;0;;2;Europe/Bucharest;2016-02-07
10232509;Botel Sincron Delta;Botel Sincron Delta;;45.18583;28.80487;S;HTL;RO;;37;159614;;;0;;1;Europe/Bucharest;2016-02-07
10232510;Botel Magia Deltei;Botel Magia Deltei;;45.05815;29.24465;S;HTL;RO;;37;160911;;;0;;-1;Europe/Bucharest;2016-02-07
10232511;Sunrise 4;Sunrise 4;;45.17439;29.3852;S;HTL;RO;;37;160261;;;0;;5;Europe/Bucharest;2016-02-07
10232512;Delta Dreams Pension;Delta Dreams Pension;;44.98352;29.22145;S;HTL;RO;;37;160911;;;0;;10;Europe/Bucharest;2016-02-07
10232513;Danube Delta Resort Hotel;Danube Delta Resort Hotel;;45.17619;29.38584;S;HTL;RO;;37;160261;;;0;;3;Europe/Bucharest;2016-02-07
10232514;Botel Anda;Botel Anda;;45.05815;29.24465;S;HTL;RO;;37;160911;;;0;;-1;Europe/Bucharest;2016-02-07
10232515;Botel Gggociman;Botel Gggociman;;45.17563;29.38601;S;HTL;RO;;37;160261;;;0;;3;Europe/Bucharest;2016-02-07
10232516;Eden Pension;Eden Pension;;45.17439;29.3852;S;HTL;RO;;37;160261;;;0;;5;Europe/Bucharest;2016-02-07
10232517;Sunrise 3;Sunrise 3;;45.17439;29.3852;S;HTL;RO;;37;160261;;;0;;5;Europe/Bucharest;2016-02-07
10232518;Paradise Delta House Pension;Paradise Delta House Pension;;45.22922;29.25805;S;HTL;RO;;37;160261;;;0;;0;Europe/Bucharest;2016-02-07
10232719;Parc;Parc;;45.64945;21.60875;S;HTL;RO;;36;155403;;;0;;129;Europe/Bucharest;2016-02-07
10232982;Capitolina City Chic;Capitolina City Chic;;46.76397;23.58494;S;HTL;RO;;13;54975;;;0;;373;Europe/Bucharest;2016-02-07
10233016;Cocor Spa Hotel;Cocor Spa Hotel;;43.87883;28.60378;S;HTL;RO;;14;60482;;;0;;17;Europe/Bucharest;2016-02-07
10233017;Inter;Inter;;43.84441;28.5984;S;HTL;RO;;14;60482;;;0;;7;Europe/Bucharest;2016-02-07
10233018;Teen Apart-Hotel;Teen Apart-Hotel;;43.82828;28.59095;S;HTL;RO;;14;60482;;;0;;6;Europe/Bucharest;2016-02-07
10233019;Bazart Hostel;Bazart Hostel;;43.75334;28.57376;S;HTL;RO;;14;60632;;;0;;2;Europe/Bucharest;2016-02-07
10235280;Pensiunea Maria;Pensiunea Maria;;45.80426;24.14061;S;HTL;RO;;33;143450;;;0;;408;Europe/Bucharest;2016-02-07
10235464;După Stoguri;Dupa Stoguri;;47.22028;23.24098;L;AREA;RO;;31;;;;0;;338;Europe/Bucharest;2015-04-25
10235465;Poiana Din'Jos;Poiana Din'Jos;;47.22067;23.2254;L;AREA;RO;;31;;;;0;;358;Europe/Bucharest;2015-04-25
10235466;Rîtu' Florii;Ritu' Florii;;47.22094;23.25171;L;AREA;RO;;31;;;;0;;261;Europe/Bucharest;2015-04-25
10235467;Lazăluși;Lazalusi;;47.21759;23.25325;L;AREA;RO;;31;;;;0;;250;Europe/Bucharest;2015-04-25
10235468;Ghețar;Ghetar;;47.2196;23.24887;L;AREA;RO;;31;;;;0;;260;Europe/Bucharest;2015-04-25
10235469;Peșteroaia;Pesteroaia;;47.21438;23.25321;L;AREA;RO;;31;;;;0;;285;Europe/Bucharest;2015-04-25
10235470;Pădurice;Padurice;;47.21872;23.25063;V;FRST;RO;;31;;;;0;;259;Europe/Bucharest;2015-04-25
10235471;Su' Pădure;Su' Padure;;47.2175;23.24553;L;AREA;RO;;31;;;;0;;316;Europe/Bucharest;2015-04-25
10235472;Temeteu;Temeteu;;47.22508;23.2505;L;AREA;RO;;31;;;;0;;315;Europe/Bucharest;2015-04-25
10235473;Fîntîna Satului;Fintina Satului;;47.22414;23.2431;H;SPNG;RO;;31;;;;0;;316;Europe/Bucharest;2015-04-25
10235474;Ulicioară;Ulicioara;;47.21999;23.24304;H;WLL;RO;;31;;;;0;;324;Europe/Bucharest;2015-04-25
10235475;Ciglentir;Ciglentir;;47.22688;23.23634;L;AREA;RO;;31;;;;0;;411;Europe/Bucharest;2015-04-25
10235476;Rîpa;Ripa;;47.22;23.24937;L;AREA;RO;;31;;;;0;;260;Europe/Bucharest;2015-04-25
10235478;Stînă;Stina;;47.21872;23.24702;L;AREA;RO;;31;;;;0;;304;Europe/Bucharest;2015-04-25
10235479;Cooperativă;Cooperativa;;47.22431;23.24503;S;RET;RO;;31;140672;;;0;;316;Europe/Bucharest;2016-02-07
10235606;Pensiunea Valeria Voronet;Pensiunea Valeria Voronet;;47.51707;25.86417;S;HTL;RO;;34;146584;;;0;;527;Europe/Bucharest;2016-02-07
10235668;Cavaler;Cavaler;;46.22185;24.8003;S;HTL;RO;;27;114514;;;0;;353;Europe/Bucharest;2016-02-07
10235675;Genius Delta Resort;Genius Delta Resort;;45.07308;29.22618;S;HTL;RO;;37;160911;;;0;;1;Europe/Bucharest;2016-02-07
10235725;Nevis Wellness & Spa;Nevis Wellness & Spa;;47.06295;21.9117;S;HTL;RO;;05;26564;;;0;;121;Europe/Bucharest;2016-02-07
10236278;Ramada Cluj Hotel;Ramada Cluj Hotel;;46.76388;23.59861;S;HTL;RO;;13;54975;;;0;;368;Europe/Bucharest;2016-02-07
10236497;Vila Hd;Vila Hd;;45.76082;22.90692;S;HTL;RO;;21;86810;;;0;;229;Europe/Bucharest;2016-02-07
10236645;Casa Postavarului;Casa Postavarului;;45.64349;25.59516;S;HTL;RO;;09;40198;;;0;;584;Europe/Bucharest;2016-02-07
10236679;Hotel Ancor;Hotel Ancor;;44.51413;26.12732;S;HTL;RO;;43;179551;;;0;;86;Europe/Bucharest;2016-02-07
10236688;Hotel Oltenia;Hotel Oltenia;;44.29899;23.83055;S;HTL;RO;;17;69900;;;0;;112;Europe/Bucharest;2016-02-07
10236857;Undergroun Bucharest Vip Villa;Undergroun Bucharest Vip Villa;;44.43002;26.11188;S;HTL;RO;;10;179132;11055044;;0;;77;Europe/Bucharest;2016-02-07
10236920;Rompromo Plus Accommodation;Rompromo Plus Accommodation;;44.44409;26.09641;S;HTL;RO;;10;179132;11055041;;0;;89;Europe/Bucharest;2016-02-07
10236974;Andy Bucharest;Andy Bucharest;;44.445;26.07401;S;HTL;RO;;10;179132;11055041;;0;;82;Europe/Bucharest;2016-02-07
10237039;Villa Csonka;Villa Csonka;;46.52646;24.54032;S;HTL;RO;;27;114319;;;0;;309;Europe/Bucharest;2016-02-07
10237137;Cabana Trei Brazi;Cabana Trei Brazi;;45.50949;25.5636;S;HTL;RO;;09;40303;;;0;;1167;Europe/Bucharest;2016-02-07
10237386;Hotel Regal 1880;Hotel Regal 1880;;45.35338;25.54979;S;HTL;RO;;30;131540;;;0;;829;Europe/Bucharest;2016-02-07
10237508;Grand Hotel Italia;Grand Hotel Italia;;46.75231;23.60564;S;HTL;RO;;13;54975;;;0;;439;Europe/Bucharest;2016-02-07
10237673;Chimney of CET Târgu Jiu;Chimney of CET Targu Jiu;;45.01273;23.25943;S;TOWR;RO;;19;77812;;;0;;194;Europe/Bucharest;2016-02-07
10237911;Andy Predeal;Andy Predeal;;45.51122;25.5677;S;HTL;RO;;09;40303;;;0;;1090;Europe/Bucharest;2016-02-07
10237969;Pensiunea Carmen Silvae;Pensiunea Carmen Silvae;;47.53719;25.86564;S;HTL;RO;;34;146584;;;0;;481;Europe/Bucharest;2016-02-07
10238058;Prahova Plaza Hotel;Prahova Plaza Hotel;;44.9412;26.02593;S;HTL;RO;;30;130534;;;0;;157;Europe/Bucharest;2016-02-07
10238145;Lev Or Ii;Lev Or Ii;;44.37434;26.14651;S;HTL;RO;;43;179533;;;0;;75;Europe/Bucharest;2016-02-07
10238402;Alex & George Boutique Hotel;Alex & George Boutique Hotel;;46.75884;23.59849;S;HTL;RO;;13;54975;;;0;;407;Europe/Bucharest;2016-02-07
10238406;Hotel Marea Neagra;Hotel Marea Neagra;;44.26355;28.61843;S;HTL;RO;;14;60419;;;0;;4;Europe/Bucharest;2016-02-07
10239346;Casa Teo Mahmudia;Casa Teo Mahmudia;;45.08928;29.09114;S;HTL;RO;;37;160724;;;0;;6;Europe/Bucharest;2016-02-07
10239375;Alpin Casa;Alpin Casa;;45.59614;25.55068;S;HTL;RO;;09;40198;;;0;;1039;Europe/Bucharest;2016-02-07
10239392;Bastion Hotel;Bastion Hotel;;45.3582;25.54724;S;HTL;RO;;30;131540;;;0;;891;Europe/Bucharest;2016-02-07
10239417;Aparthotel Alpin;Aparthotel Alpin;;45.59614;25.55068;S;HTL;RO;;09;40198;;;0;;1039;Europe/Bucharest;2016-02-07
10239458;Hotel Herastrau Bucharest;Hotel Herastrau Bucharest;;44.4803;26.07882;S;HTL;RO;;10;179132;11055041;;0;;82;Europe/Bucharest;2016-02-07
10240028;Hotel Siret;Hotel Siret;;44.25699;28.61911;S;HTL;RO;;14;60419;;;0;;5;Europe/Bucharest;2016-02-07
10240110;Golden Tulip Times Hotel;Golden Tulip Times Hotel;;44.43096;26.13622;S;HTL;RO;;10;179132;11055044;;0;;81;Europe/Bucharest;2016-02-07
10243504;Carol;Carol;;44.17891;28.65272;S;HTL;RO;;14;60419;;;0;;38;Europe/Bucharest;2016-02-07
10243505;Pacific Aparthotel;Pacific Aparthotel;;44.18286;28.61771;S;HTL;RO;;14;60419;;;0;;52;Europe/Bucharest;2016-02-07
10243634;Business Conference and Spa Hotel;Business Conference and Spa Hotel;;46.64768;23.91724;S;HTL;RO;;13;56844;;;0;;322;Europe/Bucharest;2016-02-07
10243635;Plaza V Executive Hotel;Plaza V Executive Hotel;;46.54458;24.56143;S;HTL;RO;;27;114319;;;0;;317;Europe/Bucharest;2016-02-07
10243661;Hotel Crowne Plaza;Hotel Crowne Plaza;;44.41;26.118;S;HTL;RO;;10;179132;11055042;;0;;69;Europe/Bucharest;2016-02-07
10243740;Northstar Continental;Northstar Continental;;45.75494;21.23246;S;HTL;RO;;36;155243;;;0;;88;Europe/Bucharest;2016-02-07
10243750;Relax Confort;Relax Confort;;44.43877;26.10109;S;HTL;RO;;10;179132;11055041;;0;;93;Europe/Bucharest;2016-02-07
10243751;Jw Marriott Grand;Jw Marriott Grand;;44.42551;26.07661;S;HTL;RO;;10;179132;11055043;;0;;92;Europe/Bucharest;2016-02-07
10244258;Hotel Novotel Bucarest City Centre;Hotel Novotel Bucarest City Centre;;44.4369;26.0972;S;HTL;RO;;10;179132;11055041;;0;;84;Europe/Bucharest;2016-02-07
10244462;Best Western Plus Mari Villa Bucharest;Best Western Plus Mari Villa Bucharest;;44.4079;26.21725;S;HTL;RO;;10;179132;11055044;;0;;65;Europe/Bucharest;2016-02-07
10244551;Phoenicia Express Bucharest Hotel;Phoenicia Express Bucharest Hotel;;44.53154;26.05562;S;HTL;RO;;43;179481;;;0;;93;Europe/Bucharest;2016-02-07
10244600;Cv By Radisson Blu;Cv By Radisson Blu;;44.45268;26.08532;S;HTL;RO;;10;179132;11055041;;0;;83;Europe/Bucharest;2016-02-07
10244930;Zimbru Hotel;Zimbru Hotel;;47.15128;27.62326;S;HTL;RO;;23;95060;;;0;;37;Europe/Bucharest;2016-02-07
10245274;Pension Hanul Andritei;Pension Hanul Andritei;;44.31622;23.86575;S;HTL;RO;;17;69900;;;0;;190;Europe/Bucharest;2016-02-07
10245305;Royal Classic;Royal Classic;;46.76432;23.62083;S;HTL;RO;;13;54975;;;0;;359;Europe/Bucharest;2016-02-07
10245326;Iri Hotel;Iri Hotel;;45.42085;25.5323;S;HTL;RO;;30;131210;;;0;;918;Europe/Bucharest;2016-02-07
10245584;Club Austria Villa Elena;Club Austria Villa Elena;;45.39152;25.54821;S;HTL;RO;;30;131210;;;0;;891;Europe/Bucharest;2016-02-07
10245811;Rompromo Plus Accommodation Ltd;Rompromo Plus Accommodation Ltd;;44.44409;26.09641;S;HTL;RO;;10;179132;11055041;;0;;89;Europe/Bucharest;2016-02-07
10245815;Hotel Vila 23 Snagov Spa and Conference Lake Resort;Hotel Vila 23 Snagov Spa and Conference Lake Resort;;44.69577;26.16032;S;HTL;RO;;43;105160;;;0;;90;Europe/Bucharest;2016-02-07
10247602;Jw Marriott Buchares Grand;Jw Marriott Buchares Grand;;44.42564;26.07681;S;HTL;RO;;10;179132;11055043;;0;;92;Europe/Bucharest;2016-02-07
10255061;Ramada Cluj Napoca;Ramada Cluj Napoca;;46.76388;23.59863;S;HTL;RO;;13;54975;;;0;;368;Europe/Bucharest;2016-02-07
10277032;Denisa Airport Hotel;Denisa Airport Hotel;;44.55;26.07;S;HTL;RO;;43;179481;;;0;;93;Europe/Bucharest;2016-02-07
10277092;Tempo Hotel Rs;Tempo Hotel Rs;;44.43852;26.10912;S;HTL;RO;;10;179132;11055040;;0;;83;Europe/Bucharest;2016-02-07
10277705;CET Botoşan;CET Botosan;;47.74905;26.63537;S;PS;RO;;07;35731;;;0;;181;Europe/Bucharest;2016-02-07
10278471;Beyfin;Beyfin;;46.77106;23.59625;S;HTL;RO;;13;54975;;;0;;345;Europe/Bucharest;2016-02-07
10278976;Hotel Le Boutique Moxa Rs;Hotel Le Boutique Moxa Rs;;44.44669;26.08957;S;HTL;RO;;10;179132;11055041;;0;;84;Europe/Bucharest;2016-02-07
10279293;Avis Boutique Hotel Rs;Avis Boutique Hotel Rs;;44.4941;26.08112;S;HTL;RO;;10;179132;11055041;;0;;90;Europe/Bucharest;2016-02-07
10279447;Premier Palace Spa Hotel Rs;Premier Palace Spa Hotel Rs;;44.41584;26.03994;S;HTL;RO;;10;179132;11055039;;0;;91;Europe/Bucharest;2016-02-07
10279449;Armonia Bucharest Rs;Armonia Bucharest Rs;;44.43484;26.10864;S;HTL;RO;;10;179132;11055040;;0;;83;Europe/Bucharest;2016-02-07
10280304;Albert Neptun;Albert Neptun;;43.87438;28.601;S;HTL;RO;;14;60482;;;0;;11;Europe/Bucharest;2016-02-07
10281107;Venezia Hotel Bucharest;Venezia Hotel Bucharest;;44.43049;26.12302;S;HTL;RO;;10;179132;11055044;;0;;81;Europe/Bucharest;2016-02-07
10281371;Residence Arc de Triomphe Business and Wellness;Residence Arc de Triomphe Business and Wellness;;44.43049;26.12302;S;HTL;RO;;10;179132;11055044;;0;;81;Europe/Bucharest;2016-02-07
10281746;Silver Hotel Conference and Spa;Silver Hotel Conference and Spa;;47.06274;21.92102;S;HTL;RO;;05;26564;;;0;;123;Europe/Bucharest;2016-02-07
10281995;Victoria Bucarest;Victoria Bucarest;;44.43049;26.12302;S;HTL;RO;;10;179132;11055044;;0;;81;Europe/Bucharest;2016-02-07
10282300;Hotel Charter Otopeni;Hotel Charter Otopeni;;44.43049;26.12302;S;HTL;RO;;10;179132;11055044;;0;;81;Europe/Bucharest;2016-02-07
10283447;Mercure Bucharest City Center Hotel;Mercure Bucharest City Center Hotel;;44.44273;26.09626;S;HTL;RO;;10;179132;11055041;;0;;86;Europe/Bucharest;2016-02-07
10303035;Carpati;Carpati;;47.65859;23.57179;S;HTL;RO;;25;106318;;;0;;218;Europe/Bucharest;2016-02-07
10303036;Deva;Deva;;45.87273;22.90775;S;HTL;RO;;21;86687;;;0;;189;Europe/Bucharest;2016-02-07
10303557;Le Boutique Hotel Moxa Non Refundable Room;Le Boutique Hotel Moxa Non Refundable Room;;44.44668;26.08957;S;HTL;RO;;10;179132;11055041;;0;;84;Europe/Bucharest;2016-02-07
10338530;Maryo Hotel;Maryo Hotel;;44.92255;26.00741;S;HTL;RO;;30;130534;;;0;;154;Europe/Bucharest;2016-02-07
10340691;Hotel Hunguest Fenyo;Hotel Hunguest Fenyo;;45.644;25.59;S;HTL;RO;;09;40198;;;0;;587;Europe/Bucharest;2016-02-07
10340692;Sighsoara;Sighsoara;;46.21916;24.79293;S;HTL;RO;;27;114514;;;0;;374;Europe/Bucharest;2016-02-07
10340694;Vrancea;Vrancea;;45.695;27.188;S;HTL;RO;;40;174744;;;0;;53;Europe/Bucharest;2016-02-07
10340695;Hotel Calarasi;Hotel Calarasi;;44.201;27.33;S;HTL;RO;;41;92569;;;0;;20;Europe/Bucharest;2016-02-07
10340697;Hotel Zimbru;Hotel Zimbru;;45.276;25.048;S;HTL;RO;;03;13490;;;0;;604;Europe/Bucharest;2016-02-07
10340698;Hotel Moldova Bacau;Hotel Moldova Bacau;;46.568;26.911;S;HTL;RO;;04;20297;;;0;;168;Europe/Bucharest;2016-02-07
10340699;Suter Inn;Suter Inn;;44.41806;26.09222;S;HTL;RO;;10;179132;11055042;;0;;79;Europe/Bucharest;2016-02-07
10344998;Anna Junior;Anna Junior;;45.03478;23.26711;S;HTL;RO;;19;77812;;;0;;203;Europe/Bucharest;2016-02-07
10345044;Viva Club;Viva Club;;45.4688;28.0287;S;HTL;RO;;18;75098;;;0;;66;Europe/Bucharest;2016-02-07
10345672;County Clinical Emergency Hospital of Cluj-Napoca;County Clinical Emergency Hospital of Cluj-Napoca;;46.7654;23.58345;S;HSP;RO;;13;54975;;;0;;364;Europe/Bucharest;2016-02-07
10345673;Timişoara County Emergency Clinical Hospital;Timisoara County Emergency Clinical Hospital;;45.73649;21.24185;S;HSP;RO;;36;155243;;;0;;90;Europe/Bucharest;2016-02-07
10345674;Tîrgu Mureș Emergency Clinical County Hospital;Tirgu Mures Emergency Clinical County Hospital;;46.559;24.58312;S;HSP;RO;;27;114319;;;0;;342;Europe/Bucharest;2016-02-07
10375641;Depou RATT;Depou RATT;;45.738;21.19455;R;RYD;RO;;36;;;;0;;84;Europe/Bucharest;2015-07-06
10375917;Aqua Magic Mamaia;Aqua Magic Mamaia;;44.22271;28.62963;L;AMUS;RO;;14;;;;0;;7;Europe/Bucharest;2015-07-10
10375919;Myrtos Beach;Myrtos Beach;;44.23089;28.629;T;BCH;RO;;14;60419;;;0;;0;Europe/Bucharest;2016-02-07
10375920;Psy Beach;Psy Beach;;44.2714;28.62195;T;BCH;RO;;14;60419;;;0;;-1;Europe/Bucharest;2016-02-07
10375921;Oha Beach;Oha Beach;;44.27686;28.62227;T;BCH;RO;;14;60507;;;0;;0;Europe/Bucharest;2016-02-07
10375922;Rapana Beach;Rapana Beach;;44.29928;28.62662;T;BCH;RO;;14;60507;;;0;;0;Europe/Bucharest;2016-02-07
10375923;Celsius Beach;Celsius Beach;;44.24299;28.62444;T;BCH;RO;;14;60419;;;0;;0;Europe/Bucharest;2016-02-07
10375924;Kudos Beach;Kudos Beach;;44.26234;28.62165;T;BCH;RO;;14;60419;;;0;;0;Europe/Bucharest;2016-02-07
10375925;Delfinariu;Delfinariu;;44.20562;28.64296;S;ZOO;RO;;14;60419;;;0;;5;Europe/Bucharest;2016-02-07
10375926;Karting Constanta;Karting Constanta;;44.202;28.63998;L;AMUS;RO;;14;;;;0;;8;Europe/Bucharest;2015-07-10
10375928;Plaja Modern;Plaja Modern;;44.17956;28.65638;T;BCH;RO;;14;60419;;;0;;3;Europe/Bucharest;2016-02-07
10375929;Zoom Beach;Zoom Beach;;44.19279;28.65582;T;BCH;RO;;;;;;0;;1;Europe/Bucharest;2015-07-10
10400707;Little Texas;Little Texas;;47.17121;27.59944;S;HTL;RO;;23;95060;;;0;0;91;Europe/Bucharest;2016-02-07
10400813;Hotel Adriatico;Hotel Adriatico;;45.77774;21.24303;S;HTL;RO;;36;155243;;;0;0;90;Europe/Bucharest;2016-02-07
10402318;Oxford Timisoara;Oxford Timisoara;;45.76363;21.26721;S;HTL;RO;;36;155243;;;0;0;86;Europe/Bucharest;2016-02-07
10629807;Mălaia;Malaia;;45.50633;26.12805;T;PK;RO;;11;46180;;;0;1662;1646;Europe/Bucharest;2016-02-07
10629808;Siriu;Siriu;;45.52355;26.14594;T;PK;RO;;11;49484;;;0;1657;1649;Europe/Bucharest;2016-02-07
10629809;Tătăruț;Tatarut;;45.52197;26.08847;T;PK;RO;;09;42183;;;0;1411;1401;Europe/Bucharest;2016-02-07
10629810;fața Crasnei;fata Crasnei;;45.54866;26.10145;T;PK;RO;;15;;;;0;1332;1321;Europe/Bucharest;2015-08-27
10629812;Ghiței;Ghitei;;45.5649;26.08882;T;PK;RO;;09;42183;;;0;1253;1249;Europe/Bucharest;2016-02-07
10629813;Gâlma;Galma;;45.46494;26.116;T;PK;RO;;11;;;;0;1202;1204;Europe/Bucharest;2015-08-27
10630087;Vf. Penteleu;Vf. Penteleu;;45.60288;26.4168;T;PK;RO;;11;47079;;;0;1772;1749;Europe/Bucharest;2016-02-07
10630088;Viforâta;Viforata;;45.59712;26.41988;T;PK;RO;;11;47079;;;0;1667;1665;Europe/Bucharest;2016-02-07
10630089;Coriiu;Coriiu;;45.6469;26.40635;T;PK;RO;;11;47079;;;0;1608;1589;Europe/Bucharest;2016-02-07
10630090;Ciulianeș;Ciulianes;;45.66212;26.39286;T;PK;RO;;11;47079;;;0;1602;1590;Europe/Bucharest;2016-02-07
10630091;Crucea Fetei;Crucea Fetei;;45.63475;26.41784;T;PK;RO;;11;47079;;;0;1577;1558;Europe/Bucharest;2016-02-07
10630092;Bălescu;Balescu;;45.65444;26.40817;T;PK;RO;;11;47079;;;0;1557;1545;Europe/Bucharest;2016-02-07
10630093;Piciorul Caprei;Piciorul Caprei;;45.57345;26.4531;T;PK;RO;;11;47079;;;0;1520;1511;Europe/Bucharest;2016-02-07
10630094;Ciuta Înaltă;Ciuta Inalta;;45.60082;26.47203;T;PK;RO;;11;47079;;;0;1444;1428;Europe/Bucharest;2016-02-07
10630095;Vf. Podul Calului;Vf. Podul Calului;;45.52822;26.35689;T;PK;RO;;11;47079;;;0;1439;1426;Europe/Bucharest;2016-02-07
10630096;Cernatu;Cernatu;;45.59344;26.38938;T;PK;RO;;11;47079;;;0;1423;1409;Europe/Bucharest;2016-02-07
